outcome_variable,treatment_description,control_description,treatment_mean,control_mean,treatment_n,control_n,data_source,notes,control_se,effect_pct,element,mod_AMF_status,mod_Cd_added_mg_kg,mod_Cu_added_mg_kg,mod_DAG,mod_K_supply_mg_per_l,mod_N_rate,mod_N_supply_mg_per_l,mod_P_level_mg_per_kg,mod_P_supply_mg_per_l,mod_TOS,mod_average_across,mod_boron_category,mod_boron_level,mod_category,mod_clipping,mod_clone,mod_co2_control,mod_co2_elevated,mod_co2_level,mod_co2_ppm,mod_co2_treatment,mod_cohort,mod_crop,mod_cultivar,mod_culture_system,mod_days_from_seeding,mod_duration_days,mod_ecotype,mod_experiment,mod_fe_supply,mod_fungal_species,mod_genotype,mod_growth_form,mod_growth_stage,mod_harvest,mod_harvest_day,mod_harvest_time,mod_irrigation,mod_leaf_age,mod_leaf_position,mod_maturity,mod_measurement,mod_method,mod_mixture,mod_n_amendment,mod_n_form,mod_needle_age,mod_needle_year,mod_nitrogen_concentration,mod_nitrogen_level,mod_note,mod_nutrient_treatment,mod_o3,mod_o3_treatment,mod_ozone,mod_p_status,mod_p_treatment,mod_p_value,mod_photosynthetic_pathway,mod_rainfall_year,mod_sampling_date,mod_season,mod_significance,mod_soil,mod_soil_fertility,mod_soil_k,mod_soil_moisture,mod_sowing,mod_species,mod_tissue,mod_variety,mod_year,mod_years,n,paper_id,se_control,se_treatment,site,species,tissue,treatment_se,unit
Mn,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3,171,238,,,Table 5,,,-28.15,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final (maturity),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,aboveground,,ug/g DM
Mn,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3,5.95,6.04,,,Table 5,,,-1.49,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final (maturity),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,tuber,,ug/g DM
Zn,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3,156,156,,,Table 5,,,0.0,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final (maturity),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,aboveground,,ug/g DM
Zn,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3,16.2,15.0,,,Table 5,,,8.0,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final (maturity),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,tuber,,ug/g DM
Fe,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3,296,483,,,Table 5,,,-38.72,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final (maturity),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,aboveground,,ug/g DM
Fe,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3,36.3,33.7,,,Table 5,,,7.72,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final (maturity),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,tuber,,ug/g DM
N,Elevated CO2+O3 680 ul/l + O3,Ambient CO2 + O3 (O3),12.0,13.3,,,Table 4,,,-9.77,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intermediate (max leaf area),,,,,,,,,,,,,,,,,,,,elevated,,,,,,,,,,,,,,,,,,,,017_Fangmeier_2002,,,,,tuber,,mg/g DM
N,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),33.8,32.5,30,30,Table 3,,,4.0,N,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
N,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),30.9,32.5,30,30,Table 3,,,-4.92,N,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
N,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),31.5,32.5,30,30,Table 3,,,-3.08,N,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
K,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),38.2,37.8,30,30,Table 3,,,1.06,K,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
K,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),34.1,37.8,30,30,Table 3,,,-9.79,K,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
K,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),33.6,37.8,30,30,Table 3,,,-11.11,K,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
P,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),4.4,4.5,30,30,Table 3,,,-2.22,P,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
P,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),4.9,4.5,30,30,Table 3,,,8.89,P,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
P,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),5.1,4.5,30,30,Table 3,,,13.33,P,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Ca,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),12.1,11.7,30,30,Table 3,,,3.42,Ca,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Ca,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),12.6,11.7,30,30,Table 3,,,7.69,Ca,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Ca,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),12.8,11.7,30,30,Table 3,,,9.4,Ca,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Mg,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),6.7,6.8,30,30,Table 3,,,-1.47,Mg,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Mg,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),7.2,6.8,30,30,Table 3,,,5.88,Mg,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Mg,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),7.6,6.8,30,30,Table 3,,,11.76,Mg,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Zn,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),0.18,0.16,30,30,Table 3,,,12.5,Zn,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Zn,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),0.2,0.16,30,30,Table 3,,,25.0,Zn,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Zn,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),0.21,0.16,30,30,Table 3,,,31.25,Zn,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Fe,Elevated CO2 350 ppm,Ambient CO2 (charcoal-filtered air),0.46,0.44,30,30,Table 3,,,4.55,Fe,,,,,,,,,,,,,,,,,,,350 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Fe,Elevated CO2 400 ppm,Ambient CO2 (charcoal-filtered air),0.53,0.44,30,30,Table 3,,,20.45,Fe,,,,,,,,,,,,,,,,,,,400 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
Fe,Elevated CO2 450 ppm,Ambient CO2 (charcoal-filtered air),0.48,0.44,30,30,Table 3,,,9.09,Fe,,,,,,,,,,,,,,,,,,,450 ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,018_Al-Rawahy_2013,,,,,leaf,,mg/g dry weight
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,7.01,3.16,4,4,Table 1,,,121.84,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,0.85,0.29,4,4,Table 1,,,193.1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
K,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,5.5,2.34,4,4,Table 1,,,135.04,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
Mg,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,0.31,0.17,4,4,Table 1,,,82.35,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
Ca,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,0.22,0.08,4,4,Table 1,,,175.0,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,80.76,71.52,4,4,Table 1,,,12.92,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,15.24,12.44,4,4,Table 1,,,22.51,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
K,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,75.7,66.03,4,4,Table 1,,,14.64,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
Mg,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,1.73,1.38,4,4,Table 1,,,25.36,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
Ca,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,2.36,4.53,4,4,Table 1,,,-47.9,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,49.67,182.82,4,4,Table 1,,,-72.83,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,33.99,65.32,4,4,Table 1,,,-47.97,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
K,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,93.95,151.14,4,4,Table 1,,,-37.84,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
Mg,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,9.44,14.99,4,4,Table 1,,,-37.02,Mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
Ca,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,13.26,24.21,4,4,Table 1,,,-45.23,Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,total content,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,whole plant,,mg plant-1
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,62,60,4,4,Figure 1a,,,3.33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,38,40,4,4,Figure 1a,,,-5.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,28,30,4,4,Figure 1a,,,-6.67,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,48,50,4,4,Figure 1a,,,-4.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,30,32,4,4,Figure 1a,,,-6.25,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,22,22,4,4,Figure 1a,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,55,55,4,4,Figure 1b,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,42,42,4,4,Figure 1b,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,30,30,4,4,Figure 1b,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,45,48,4,4,Figure 1b,,,-6.25,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,32,32,4,4,Figure 1b,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,25,25,4,4,Figure 1b,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,85,65,4,4,Figure 1c,,,30.77,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,50,50,4,4,Figure 1c,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,22,32,4,4,Figure 1c,,,-31.25,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,18,18,4,4,Figure 1c,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,15,15,4,4,Figure 1c,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
N,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,12,12,4,4,Figure 1c,,,0.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,14,14,4,4,Figure 1d,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,10,10,4,4,Figure 1d,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,7,7,4,4,Figure 1d,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,10,10,4,4,Figure 1d,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,8,8,4,4,Figure 1d,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,5,5,4,4,Figure 1d,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Agrostis capillaris,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,9,10,4,4,Figure 1e,,,-10.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,8,8,4,4,Figure 1e,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,5,8,4,4,Figure 1e,,,-37.5,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,8,8,4,4,Figure 1e,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,6,6,4,4,Figure 1e,,,0.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,4,6,4,4,Figure 1e,,,-33.33,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Poa alpina,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,18,9,4,4,Figure 1f,,,100.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,leaf,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,10,7,4,4,Figure 1f,,,42.86,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,sheath,,mg g-1 DW
P,Elevated CO2 680 umol/mol,Ambient CO2 340 umol/mol,6,5,4,4,Figure 1f,,,20.0,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 d,,,,,concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca vivipara,,,,,4,019_Baxter_1994,,,,,root,,mg g-1 DW
